PAYMENT_ID,LOAN_ID,DUE_DATE,PAID_DATE,AMOUNT_PAID,STATUS
PAY14426,LOAN20139,2024-12-01,2024-12-15,29434.16371,Partial
PAY07687,LOAN20142,2024-11-01,2024-10-28,73687.19,Paid
PAY00177,LOAN20334,2024-09-01,2024-09-05,60580.03,Bounced
PAY04079,LOAN20559,2023-09-01,2023-11-29,19238.87,Late
PAY12967,LOAN21043,2023-10-01,2023-09-27,3349.12,Paid
PAY06222,LOAN20133,2025-05-01,2025-04-23,64193.95,Paid
PAY09602,LOAN20645,2024-05-01,2024-04-23,9980.89,Paid
PAY16591,LOAN21303,2024-09-01,2024-09-29,48471.12,Late
PAY16184,LOAN20032,2021-12-01,2021-11-29,82221.03,Paid
PAY14602,LOAN21168,2025-05-01,2025-04-25,72859.67,Paid
PAY10620,LOAN21995,2022-05-01,,0,Skipped
PAY12987,LOAN20409,2025-03-01,2025-02-23,69219.03,Paid
PAY01959,LOAN21459,2024-03-01,,0,Skipped
PAY06678,LOAN20307,2024-08-01,2024-08-01,45869.53,Paid
PAY04521,LOAN20583,2022-12-01,,0,Skipped
PAY12434,LOAN20330,2024-04-01,2024-04-03,2080.34,Bounced
PAY06767,LOAN21521,2023-06-01,2023-05-31,42656.81,Paid
PAY10375,LOAN21441,2024-11-01,2024-10-24,10920.49,Paid
PAY09800,LOAN21734,2023-11-01,,0,Skipped
PAY17234,LOAN21297,2023-12-01,2023-11-27,110651.43,Paid
PAY02688,LOAN21554,2024-09-01,2024-09-01,65894.77,Bounced
PAY17209,LOAN21652,2023-03-01,2023-03-03,128035.75,Paid
PAY09510,LOAN20168,2025-05-01,,0,Skipped
PAY17782,LOAN21108,2024-01-01,2023-12-27,16809.76,Paid
PAY11705,LOAN20939,2024-01-01,2024-01-03,56893.05,Paid
PAY06919,LOAN20263,2024-11-01,2024-11-06,35215.14,Bounced
PAY12152,LOAN20404,2023-08-01,2023-07-22,82798.69,Paid
PAY02909,LOAN20011,2024-11-01,2024-10-29,69154.63,Paid
PAY08849,LOAN21116,2023-08-01,2023-08-03,73562.3,Bounced
PAY08985,LOAN20589,2022-06-01,2022-05-31,64974.66,Paid
PAY17267,LOAN20555,2024-12-01,2024-11-30,87470,Paid
PAY13361,LOAN20112,2024-06-01,,0,Skipped
PAY08774,LOAN20725,2022-11-01,2022-10-31,53794.35,Paid
PAY15579,LOAN21485,2022-07-01,2022-07-05,10222.91,Bounced
PAY15955,LOAN20138,2024-12-01,2024-12-06,57208.48623,Partial
PAY08988,LOAN20589,2022-09-01,2022-08-22,64974.66,Paid
PAY12882,LOAN21149,2025-06-01,2025-05-26,91873.62,Paid
PAY07297,LOAN21122,2022-08-01,,0,Skipped
PAY10121,LOAN20322,2023-02-01,,0,Skipped
PAY03032,LOAN21288,2024-12-01,2024-11-23,43509.83,Paid
PAY06748,LOAN21374,2024-01-01,,0,Skipped
PAY07188,LOAN20462,2025-05-01,2025-05-04,44189.63115,Partial
PAY12916,LOAN20456,2025-06-01,2025-05-25,4619.93,Paid
PAY14004,LOAN21029,2023-02-01,2023-01-30,15427.96,Paid
PAY02086,LOAN20144,2024-05-01,2024-05-03,42308.74912,Partial
PAY10107,LOAN20605,2025-02-01,2025-01-25,66539.96,Paid
PAY06807,LOAN21433,2025-04-01,2025-03-30,7653.62,Paid
PAY14613,LOAN20957,2022-09-01,2022-09-07,74602.66,Bounced
PAY13959,LOAN20835,2024-04-01,2024-03-31,40213.05,Paid
PAY05185,LOAN20549,2024-09-01,2024-08-31,61156.61,Paid
PAY14229,LOAN21550,2024-05-01,2024-05-07,93583.25909,Partial
PAY11682,LOAN20448,2024-05-01,2024-04-28,29444.61,Paid
PAY00884,LOAN21755,2024-12-01,2024-12-11,30026.01968,Partial
PAY08970,LOAN21224,2025-06-01,,0,Skipped
PAY00565,LOAN21932,2024-06-01,2024-05-27,22056.68,Paid
PAY14133,LOAN20851,2025-06-01,2025-06-15,11486.25305,Partial
PAY12010,LOAN20291,2025-06-01,2025-06-01,53904.45,Bounced
PAY13425,LOAN21590,2024-01-01,2023-12-23,2865.02,Paid
PAY16678,LOAN21010,2023-07-01,2023-06-29,80173.32,Paid
PAY10631,LOAN21995,2023-04-01,,0,Skipped
PAY13726,LOAN20486,2024-07-01,2024-06-26,76737.32,Paid
PAY04298,LOAN20260,2024-04-01,2024-04-04,57619.2,Late
PAY02870,LOAN21592,2024-06-01,2024-05-26,59354.15,Paid
PAY17550,LOAN21080,2024-12-01,,0,Skipped
PAY14325,LOAN20568,2023-09-01,,0,Skipped
PAY08853,LOAN21116,2023-12-01,2023-12-08,73562.3,Late
PAY04925,LOAN21617,2025-01-01,2025-01-02,47503.22,Bounced
PAY09870,LOAN20789,2025-02-01,2025-01-30,78265.5,Paid
PAY09471,LOAN20864,2025-04-01,2025-03-31,73776.6,Paid
PAY14481,LOAN20369,2025-05-01,,0,Skipped
PAY11868,LOAN20572,2024-01-01,2023-12-29,93195.93,Paid
PAY11596,LOAN21046,2023-02-01,2023-01-31,56606.42,Paid
PAY09617,LOAN20472,2022-07-01,2022-06-29,72573.1,Paid
PAY14044,LOAN20238,2024-04-01,2024-04-11,16271.95711,Partial
PAY18080,LOAN20529,2024-09-01,2024-09-10,100630.9864,Partial
PAY18260,LOAN21331,2023-08-01,2023-07-29,78961.14,Paid
PAY13226,LOAN20327,2024-10-01,2024-12-08,23159.61,Late
PAY03538,LOAN20295,2024-04-01,2024-04-29,16877.14,Late
PAY09716,LOAN20442,2023-05-01,2023-04-25,78737.46,Paid
PAY06260,LOAN20350,2024-04-01,2024-04-09,52048.32853,Partial
PAY17998,LOAN20067,2022-04-01,2022-03-31,67848.58,Paid
PAY13202,LOAN21103,2024-05-01,2024-05-13,28521.35355,Partial
PAY13552,LOAN20745,2023-12-01,2023-12-07,56192.72,Bounced
PAY16666,LOAN21010,2022-07-01,2022-06-27,80173.32,Paid
PAY10792,LOAN21839,2024-08-01,2024-07-31,56634.74,Paid
PAY07952,LOAN21795,2024-04-01,,0,Skipped
PAY11297,LOAN21040,2025-03-01,2025-03-02,57393.2,Bounced
PAY06564,LOAN20459,2025-06-01,2025-06-07,46511.36,Bounced
PAY06754,LOAN21374,2024-07-01,2024-07-10,25964.26064,Partial
PAY15513,LOAN21391,2024-07-01,,0,Skipped
PAY07411,LOAN21098,2025-02-01,2025-02-14,39729.49126,Partial
PAY07536,LOAN21136,2025-01-01,2025-03-11,13822.25,Late
PAY06463,LOAN20771,2023-07-01,2023-07-03,42594.79,Bounced
PAY11373,LOAN20344,2024-10-01,2024-11-30,25784.19,Late
PAY12070,LOAN20541,2023-08-01,2023-07-28,37948.15,Paid
PAY04234,LOAN20314,2025-06-01,2025-05-31,68221.99,Paid
PAY15100,LOAN21390,2025-06-01,2025-05-25,89491.05,Paid
PAY03296,LOAN21831,2024-10-01,2024-10-02,72635.85,Bounced
PAY11851,LOAN21082,2025-03-01,2025-02-22,23169.07,Paid
PAY02335,LOAN20592,2025-05-01,2025-04-25,28401.23,Paid
PAY12169,LOAN20404,2025-01-01,2024-12-25,82798.69,Paid
PAY11256,LOAN21670,2022-04-01,2022-03-29,17551.62,Paid
PAY13140,LOAN21397,2023-12-01,2023-12-15,31692.02528,Partial
PAY14927,LOAN20452,2024-03-01,2024-03-05,5209.88,Bounced
PAY11244,LOAN21012,2024-09-01,2024-08-24,39820.05,Paid
PAY09623,LOAN20472,2023-01-01,2022-12-31,72573.1,Paid
PAY07574,LOAN21060,2023-03-01,2023-03-07,3004.17,Bounced
PAY18203,LOAN21245,2024-07-01,2024-07-20,23638.34,Late
PAY05723,LOAN21838,2024-11-01,2024-10-29,67790.69,Paid
PAY01952,LOAN21459,2023-08-01,,0,Skipped
PAY09319,LOAN20017,2024-06-01,2024-05-28,14311.2,Paid
PAY13560,LOAN20745,2024-08-01,2024-07-27,56192.72,Paid
PAY02791,LOAN20760,2024-09-01,2024-10-06,18422.97,Late
PAY07471,LOAN20746,2022-06-01,2022-06-03,39957.47,Bounced
PAY17597,LOAN20581,2021-09-01,2021-08-29,118783.38,Paid
PAY03132,LOAN21281,2025-03-01,2025-03-04,35130.05558,Partial
PAY01542,LOAN20941,2024-12-01,2024-12-01,57665.1,Bounced
PAY04427,LOAN21031,2025-04-01,2025-03-28,29548.92,Paid
PAY13044,LOAN21905,2024-05-01,2024-05-15,15272.82099,Partial
PAY15326,LOAN21301,2023-08-01,2023-07-26,92357.73,Paid
PAY05479,LOAN21856,2023-08-01,,0,Skipped
PAY05026,LOAN21424,2025-02-01,,0,Skipped
PAY11025,LOAN21358,2024-07-01,2024-06-27,15400.48,Paid
PAY06325,LOAN20433,2024-02-01,2024-01-29,42366.65,Paid
PAY04701,LOAN20451,2023-10-01,2023-09-26,56950.28,Paid
PAY03061,LOAN21438,2022-10-01,2022-09-27,37485.95,Paid
PAY13230,LOAN20327,2025-02-01,2025-02-03,23159.61,Paid
PAY06162,LOAN21146,2024-05-01,,0,Skipped
PAY16094,LOAN20434,2023-03-01,,0,Skipped
PAY17980,LOAN20059,2023-05-01,2023-04-24,92266.31,Paid
PAY00431,LOAN21355,2025-03-01,2025-02-27,50608.19,Paid
PAY09607,LOAN20645,2024-10-01,2024-09-29,9980.89,Paid
PAY08455,LOAN21383,2023-10-01,2023-11-11,43908.42,Late
PAY04873,LOAN20124,2024-01-01,2023-12-25,16654.08,Paid
PAY12912,LOAN20456,2025-02-01,2025-01-27,4619.93,Paid
PAY14293,LOAN21789,2022-04-01,2022-03-23,17384.05,Paid
PAY07929,LOAN21795,2022-05-01,2022-07-18,5827.94,Late
PAY17221,LOAN21652,2024-03-01,,0,Skipped
PAY01914,LOAN20343,2024-08-01,2024-07-31,65523.45,Paid
PAY15740,LOAN21584,2023-08-01,2023-08-10,14865.52838,Partial
PAY17280,LOAN21324,2022-05-01,,0,Skipped
PAY18044,LOAN20947,2024-11-01,2024-10-31,12408.69,Paid
PAY14543,LOAN21088,2025-03-01,2025-02-22,32469.14,Paid
PAY11666,LOAN20448,2023-01-01,2022-12-30,29444.61,Paid
PAY08527,LOAN20753,2024-09-01,2024-10-24,24620.62,Late
PAY12893,LOAN20456,2023-07-01,2023-06-29,4619.93,Paid
PAY04327,LOAN21087,2023-07-01,2023-08-21,3540.5,Late
PAY07716,LOAN20673,2024-12-01,2024-11-24,16365.82,Paid
PAY14380,LOAN21066,2022-01-01,2021-12-24,29041.86,Paid
PAY09413,LOAN20333,2023-11-01,2023-10-25,20589.05,Paid
PAY08737,LOAN21404,2023-05-01,2023-04-24,3904.16,Paid
PAY16986,LOAN21152,2022-06-01,2022-07-24,75437.77,Late
PAY08359,LOAN20987,2025-05-01,2025-04-25,57078.13,Paid
PAY15027,LOAN21321,2023-10-01,2023-10-06,73002.57,Bounced
PAY00449,LOAN20840,2022-12-01,2022-11-25,47735.49,Paid
PAY03589,LOAN20342,2024-09-01,2024-09-07,41185.35,Bounced
PAY02167,LOAN20570,2024-12-01,2024-12-09,5201.454008,Partial
PAY10607,LOAN20726,2024-07-01,,0,Skipped
PAY01983,LOAN20644,2023-09-01,2023-08-26,50393.87,Paid
PAY07576,LOAN21060,2023-05-01,,0,Skipped
PAY00146,LOAN20966,2023-09-01,2023-09-01,28154.15,Paid
PAY10984,LOAN21028,2023-10-01,2023-10-02,34655.31,Paid
PAY04074,LOAN20559,2023-04-01,,0,Skipped
PAY09802,LOAN21734,2024-01-01,,0,Skipped
PAY04838,LOAN20696,2022-11-01,2022-11-01,33026.51,Paid
PAY12813,LOAN20878,2025-05-01,2025-04-22,11140.05,Paid
PAY10949,LOAN20457,2024-09-01,2024-08-24,26663.15,Paid
PAY15950,LOAN21132,2025-03-01,2025-03-01,82502.5,Paid
PAY02953,LOAN21998,2024-08-01,2024-07-29,39089.96,Paid
PAY15032,LOAN21321,2024-03-01,,0,Skipped
PAY02621,LOAN20170,2023-09-01,2023-08-23,63167.97,Paid
PAY03218,LOAN20375,2023-02-01,2023-01-28,66248.54,Paid
PAY13619,LOAN21669,2022-11-01,2022-10-23,72005.46,Paid
PAY08535,LOAN20753,2025-05-01,2025-05-01,24620.62,Bounced
PAY01276,LOAN21445,2022-10-01,2022-09-24,38405.73,Paid
PAY07656,LOAN20142,2022-04-01,2022-03-31,73687.19,Paid
PAY18040,LOAN20947,2024-07-01,2024-06-29,12408.69,Paid
PAY00755,LOAN20357,2022-12-01,2022-12-11,43861.60522,Partial
PAY08699,LOAN21194,2022-04-01,2022-06-13,5802.15,Late
PAY17425,LOAN21488,2025-05-01,2025-04-30,65691.07,Paid
PAY00443,LOAN20840,2022-06-01,2022-05-24,47735.49,Paid
PAY14487,LOAN21101,2025-02-01,2025-01-24,82819.96,Paid
PAY02636,LOAN20170,2024-12-01,2024-11-21,63167.97,Paid
PAY05295,LOAN21721,2023-01-01,2022-12-24,59351.16,Paid
PAY02624,LOAN20170,2023-12-01,2023-11-29,63167.97,Paid
PAY00860,LOAN20577,2023-07-01,2023-06-26,12342.08,Paid
PAY13358,LOAN20112,2024-03-01,2024-05-22,64230.62,Late
PAY01023,LOAN20114,2024-10-01,2024-09-22,23840.62,Paid
PAY00616,LOAN21074,2024-05-01,2024-05-06,4188.443377,Partial
PAY16464,LOAN20921,2022-12-01,2022-12-15,42843.86793,Partial
PAY15542,LOAN20125,2025-04-01,2025-04-01,113105,Paid
PAY00993,LOAN20114,2022-04-01,2022-03-31,23840.62,Paid
PAY15046,LOAN20600,2023-04-01,2023-05-08,52635.98,Late
PAY08569,LOAN20094,2024-08-01,2024-08-15,15389.50437,Partial
PAY11945,LOAN20309,2025-02-01,2025-01-28,31900.11,Paid
PAY03054,LOAN20676,2025-01-01,2024-12-24,66069.01,Paid
PAY11884,LOAN20572,2025-05-01,2025-05-02,93195.93,Paid
PAY04549,LOAN20583,2025-04-01,2025-06-29,5666.89,Late
PAY02929,LOAN21998,2022-08-01,2022-07-23,39089.96,Paid
PAY05780,LOAN21966,2025-01-01,2025-01-05,35553.22,Bounced
PAY12546,LOAN21483,2024-02-01,,0,Skipped
PAY05125,LOAN21626,2024-07-01,2024-08-20,27863.47,Late
PAY14563,LOAN20996,2025-01-01,,0,Skipped
PAY08572,LOAN20094,2024-11-01,,0,Skipped
PAY06803,LOAN21433,2024-12-01,2024-11-29,7653.62,Paid
PAY06425,LOAN20054,2025-04-01,,0,Skipped
PAY14113,LOAN21083,2023-12-01,2024-01-26,55424.8,Late
PAY14969,LOAN20670,2024-02-01,2024-01-27,105660.98,Paid
PAY03012,LOAN21953,2024-04-01,,0,Skipped
PAY10802,LOAN21097,2023-08-01,2023-07-27,72590.2,Paid
PAY03409,LOAN21816,2025-04-01,2025-04-05,55266.41,Late
PAY03038,LOAN21288,2025-06-01,2025-05-28,43509.83,Paid
PAY00350,LOAN20193,2025-05-01,2025-06-16,61433.78,Late
PAY09126,LOAN20213,2025-04-01,2025-04-04,20559.59,Bounced
PAY09982,LOAN21747,2025-05-01,2025-04-28,2388.13,Paid
PAY09706,LOAN20103,2024-10-01,2024-09-27,3549.79,Paid
PAY11386,LOAN20512,2022-05-01,2022-04-26,52695.71,Paid
PAY12954,LOAN21043,2022-09-01,2022-08-26,3349.12,Paid
PAY09612,LOAN20645,2025-03-01,2025-02-24,9980.89,Paid
PAY11047,LOAN21751,2022-06-01,2022-07-31,77205.26,Late
PAY04942,LOAN20718,2024-09-01,2024-08-26,19597.17,Paid
PAY16324,LOAN21632,2025-04-01,2025-03-24,106932,Paid
PAY13749,LOAN20784,2024-06-01,2024-06-05,38496.56737,Partial
PAY00784,LOAN20357,2025-05-01,2025-06-28,59454.53,Late
PAY07070,LOAN20308,2023-06-01,2023-05-30,60572.01,Paid
PAY07196,LOAN21807,2023-03-01,2023-02-22,6046.59,Paid
PAY07348,LOAN21002,2023-08-01,2023-08-25,47650.63,Late
PAY16401,LOAN21724,2023-02-01,2023-01-27,92642.5,Paid
PAY00872,LOAN20577,2024-07-01,2024-06-23,12342.08,Paid
PAY11977,LOAN21327,2025-05-01,2025-05-01,24075.53,Paid
PAY17233,LOAN21297,2023-11-01,2023-10-25,110651.43,Paid
PAY09189,LOAN21605,2024-05-01,2024-04-29,58718.28,Paid
PAY18202,LOAN21245,2024-06-01,2024-06-04,23638.34,Bounced
PAY06385,LOAN21323,2024-10-01,2024-09-30,56049.98,Paid
PAY03512,LOAN20295,2022-02-01,2022-02-06,16877.14,Bounced
PAY15408,LOAN20834,2024-04-01,2024-03-23,76515.34,Paid
PAY15724,LOAN20855,2025-05-01,2025-06-26,65316.52,Late
PAY15904,LOAN20856,2024-09-01,2024-08-25,24993.02,Paid
PAY06412,LOAN21020,2025-06-01,2025-05-27,61208.11,Paid
PAY05992,LOAN21121,2024-09-01,2024-09-02,35018.8,Bounced
PAY00187,LOAN20410,2023-10-01,2023-09-25,38329.54,Paid
PAY16651,LOAN20165,2024-11-01,2024-10-29,63855.17,Paid
PAY15679,LOAN20792,2024-12-01,2024-11-26,62928.76,Paid
PAY00192,LOAN20410,2024-03-01,2024-03-01,38329.54,Paid
PAY05175,LOAN20549,2023-11-01,2023-10-31,61156.61,Paid
PAY14389,LOAN21066,2022-10-01,2022-09-27,29041.86,Paid
PAY15406,LOAN20834,2024-02-01,2024-01-29,76515.34,Paid
PAY06641,LOAN21729,2023-10-01,2023-10-12,21917.33,Late
PAY07183,LOAN20462,2024-12-01,,0,Skipped
PAY11490,LOAN20982,2023-03-01,2023-03-07,29742.32,Bounced
PAY05335,LOAN20695,2022-05-01,2022-06-20,52791.39,Late
PAY06870,LOAN21688,2023-12-01,2023-11-23,7466.21,Paid
PAY05681,LOAN20518,2024-05-01,2024-04-30,58762.18,Paid
PAY02597,LOAN20292,2024-07-01,2024-06-22,13179.81,Paid
PAY15409,LOAN20834,2024-05-01,2024-04-29,76515.34,Paid
PAY08124,LOAN21195,2024-03-01,2024-03-16,50772.89,Late
PAY04355,LOAN21233,2022-12-01,2022-11-26,47489.65,Paid
PAY14787,LOAN20991,2024-05-01,2024-04-24,21965.18,Paid
PAY07578,LOAN21060,2023-07-01,2023-07-22,3004.17,Late
PAY08661,LOAN20504,2025-04-01,2025-04-07,7757.36,Bounced
PAY03349,LOAN21777,2025-05-01,2025-04-21,1567.33,Paid
PAY14308,LOAN21789,2023-07-01,2023-06-27,17384.05,Paid
PAY15489,LOAN20629,2023-09-01,2023-11-11,106948.8,Late
PAY03098,LOAN21607,2024-12-01,2024-11-28,21188.51,Paid
PAY08250,LOAN20177,2023-09-01,2023-08-27,41459.68,Paid
PAY16981,LOAN21152,2022-01-01,,0,Skipped
PAY03001,LOAN21199,2024-09-01,2024-08-22,22207.13,Paid
PAY14756,LOAN21394,2024-01-01,2024-01-01,28450.14,Bounced
PAY03593,LOAN20342,2025-01-01,2025-01-13,41185.35,Late
PAY01956,LOAN21459,2023-12-01,,0,Skipped
PAY16576,LOAN21373,2024-04-01,2024-03-28,56128.61,Paid
PAY10339,LOAN20748,2023-02-01,2023-01-26,32247.02,Paid
PAY03876,LOAN21200,2024-08-01,2024-08-01,62002.23,Paid
PAY04872,LOAN20124,2023-12-01,2023-11-22,16654.08,Paid
PAY13811,LOAN20959,2024-06-01,2024-05-24,60489.9,Paid
PAY07217,LOAN21807,2024-12-01,2024-12-01,6046.59,Paid
PAY13703,LOAN20761,2024-01-01,2024-01-12,16583.38419,Partial
PAY13890,LOAN20224,2025-04-01,2025-04-01,101035.79,Bounced
PAY11942,LOAN20309,2024-11-01,2024-10-28,31900.11,Paid
PAY17389,LOAN21766,2024-10-01,2024-10-07,43837.1499,Partial
PAY00256,LOAN20799,2024-02-01,,0,Skipped
PAY07984,LOAN20882,2023-06-01,2023-05-22,43406.14,Paid
PAY10089,LOAN20605,2023-08-01,2023-07-31,66539.96,Paid
PAY15188,LOAN20828,2023-07-01,2023-06-21,37621.19,Paid
PAY13476,LOAN21466,2022-07-01,2022-07-15,41493.13049,Partial
PAY01645,LOAN20565,2025-05-01,,0,Skipped
PAY01871,LOAN20154,2023-08-01,,0,Skipped
PAY07845,LOAN21126,2021-11-01,2021-11-06,18174.24435,Partial
PAY06321,LOAN20433,2023-10-01,2023-09-22,42366.65,Paid
PAY11474,LOAN21096,2024-09-01,2024-09-01,82717.43,Paid
PAY11567,LOAN20811,2024-01-01,2023-12-27,77773.56,Paid
PAY07144,LOAN21105,2024-01-01,2024-01-02,57280.02,Paid
PAY12195,LOAN20192,2025-04-01,2025-04-05,87420.36,Bounced
PAY13778,LOAN20048,2024-03-01,2024-03-15,66086.04576,Partial
PAY16151,LOAN20068,2023-12-01,2023-11-27,81293.12,Paid
PAY03621,LOAN21041,2023-09-01,2023-08-23,44683.9,Paid
PAY13114,LOAN21612,2025-06-01,2025-07-15,86479.95,Late
PAY16173,LOAN20920,2025-01-01,2024-12-23,41903.55,Paid
PAY09038,LOAN20553,2023-10-01,2023-10-15,58053.70973,Partial
PAY08058,LOAN21987,2022-05-01,2022-04-25,25422.54,Paid
PAY08587,LOAN20780,2025-04-01,2025-04-02,32119.15,Paid
PAY04315,LOAN21298,2025-02-01,2025-02-01,24082.51,Paid
PAY11603,LOAN21046,2023-09-01,2023-08-23,56606.42,Paid
PAY16994,LOAN21152,2023-02-01,2023-02-04,75437.77,Bounced
PAY12196,LOAN20192,2025-05-01,2025-05-01,87420.36,Bounced
PAY15583,LOAN21485,2022-11-01,,0,Skipped
PAY01049,LOAN21266,2023-09-01,2023-09-01,29192.38,Paid
PAY02323,LOAN20592,2024-05-01,2024-04-24,28401.23,Paid
PAY07966,LOAN21795,2025-06-01,2025-05-31,5827.94,Paid
PAY13336,LOAN21565,2023-08-01,2023-07-28,83397.71,Paid
PAY05456,LOAN21900,2024-12-01,2024-12-04,57565.97,Bounced
PAY08433,LOAN20155,2024-09-01,2024-08-23,70029.27,Paid
PAY16254,LOAN20690,2023-06-01,2023-05-24,25546.45,Paid
PAY03726,LOAN20998,2022-08-01,2022-08-06,24523.21241,Partial
PAY09014,LOAN20589,2024-11-01,2024-10-25,64974.66,Paid
PAY11313,LOAN20819,2025-05-01,2025-04-23,61705.32,Paid
PAY08783,LOAN20725,2023-08-01,2023-07-27,53794.35,Paid
PAY07000,LOAN21758,2025-06-01,2025-06-06,27669.67,Bounced
PAY02371,LOAN20530,2024-09-01,2024-08-26,65566.86,Paid
PAY05962,LOAN20467,2023-07-01,2023-07-02,33272.02,Bounced
PAY12603,LOAN20464,2023-06-01,2023-07-10,66033.8,Late
PAY00912,LOAN21846,2023-04-01,2023-04-12,18448.41014,Partial
PAY00042,LOAN20639,2023-09-01,2023-10-10,62252.93,Late
PAY15146,LOAN21865,2023-02-01,2023-01-26,64189.01,Paid
PAY08105,LOAN21059,2024-11-01,2024-11-06,56264.6,Bounced
PAY06276,LOAN20782,2022-11-01,2022-11-01,39911.32,Paid
PAY03162,LOAN20234,2024-12-01,2024-12-01,18212.25,Bounced
PAY09557,LOAN20564,2023-03-01,2023-03-11,2908.056855,Partial
PAY12771,LOAN21197,2022-10-01,2022-10-05,34662.03,Late
PAY04357,LOAN21233,2023-02-01,2023-01-25,47489.65,Paid
PAY10336,LOAN20161,2025-05-01,2025-05-22,83549.79,Late
PAY16999,LOAN21152,2023-07-01,2023-08-29,75437.77,Late
PAY17564,LOAN20597,2023-08-01,2023-07-24,95751.5,Paid
PAY07174,LOAN20462,2024-03-01,2024-03-09,25622.16443,Partial
PAY12537,LOAN21483,2023-05-01,2023-05-02,22923.27,Bounced
PAY02135,LOAN20764,2024-09-01,2024-08-25,43191.12,Paid
PAY03769,LOAN21007,2022-03-01,2022-02-27,68790.66,Paid
PAY07704,LOAN21821,2025-05-01,2025-05-05,26917.44805,Partial
PAY07276,LOAN21368,2024-09-01,2024-08-25,67257.2,Paid
PAY10127,LOAN20322,2023-08-01,2023-09-22,11208.62,Late
PAY05189,LOAN20549,2025-01-01,2024-12-23,61156.61,Paid
PAY06993,LOAN21758,2024-11-01,,0,Skipped
PAY10964,LOAN21997,2024-10-01,2024-10-02,73604.59,Bounced
PAY07498,LOAN20746,2024-09-01,,0,Skipped
PAY04120,LOAN20656,2023-09-01,2023-09-07,34928.22098,Partial
PAY06475,LOAN20771,2024-07-01,,0,Skipped
PAY17896,LOAN20863,2022-02-01,,0,Skipped
PAY00439,LOAN20840,2022-02-01,2022-01-29,47735.49,Paid
PAY17676,LOAN20968,2025-04-01,,0,Skipped
PAY11560,LOAN21921,2025-02-01,2025-01-22,2448.5,Paid
PAY12837,LOAN21227,2023-12-01,2023-12-01,20023.71,Paid
PAY15843,LOAN20887,2023-11-01,2024-01-02,8288.99,Late
PAY07473,LOAN20746,2022-08-01,2022-08-08,39957.47,Late
PAY17598,LOAN20581,2021-10-01,2021-09-22,118783.38,Paid
PAY06059,LOAN21065,2022-08-01,2022-08-01,46777.43,Paid
PAY01706,LOAN21538,2022-06-01,2022-06-03,65721.13,Paid
PAY05784,LOAN21966,2025-05-01,2025-05-01,19628.09204,Partial
PAY08316,LOAN20426,2024-02-01,2024-01-28,30494.92,Paid
PAY07550,LOAN21165,2024-09-01,2024-09-07,1671.04,Bounced
PAY05211,LOAN20767,2022-11-01,2022-11-05,61716.56,Bounced
PAY01080,LOAN21616,2025-02-01,2025-01-23,13376.91,Paid
PAY09808,LOAN21734,2024-07-01,2024-07-03,20431.63,Paid
PAY12163,LOAN20404,2024-07-01,2024-06-30,82798.69,Paid
PAY11193,LOAN21769,2024-03-01,2024-02-27,66605.78,Paid
PAY11887,LOAN21312,2024-11-01,2024-10-22,93576.98,Paid
PAY13217,LOAN20164,2025-05-01,2025-04-26,99799.07,Paid
PAY08603,LOAN21898,2023-02-01,2023-01-25,17258.54,Paid
PAY04813,LOAN21923,2024-01-01,2024-01-10,23787.27216,Partial
PAY16832,LOAN20387,2023-02-01,2023-02-03,77663.45,Bounced
PAY02170,LOAN20570,2025-03-01,2025-03-13,9810.943359,Partial
PAY17281,LOAN21324,2022-06-01,,0,Skipped
PAY05441,LOAN21900,2023-09-01,2023-09-03,57565.97,Bounced
PAY02970,LOAN21594,2024-11-01,,0,Skipped
PAY11798,LOAN21506,2025-06-01,2025-05-28,62230.28,Paid
PAY10250,LOAN21810,2024-08-01,2024-07-23,79521.3,Paid
PAY11018,LOAN21358,2023-12-01,2023-11-25,15400.48,Paid
PAY06431,LOAN21271,2023-09-01,2023-11-10,2691.03,Late
PAY07367,LOAN21002,2025-03-01,2025-03-06,16574.18671,Partial
PAY15254,LOAN20590,2024-04-01,2024-03-26,73389.89,Paid
PAY13952,LOAN20835,2023-09-01,2023-08-31,40213.05,Paid
PAY16197,LOAN20032,2023-01-01,2023-01-09,42341.1973,Partial
PAY12461,LOAN20311,2024-07-01,2024-06-29,60299.08,Paid
PAY04153,LOAN20145,2022-06-01,2022-06-01,31595.29172,Partial
PAY12932,LOAN20655,2023-12-01,2023-12-02,67642.47,Paid
PAY01987,LOAN20644,2024-01-01,2023-12-25,50393.87,Paid
PAY07316,LOAN21122,2024-03-01,2024-03-23,17794.59,Late
PAY02616,LOAN20170,2023-04-01,2023-03-23,63167.97,Paid
PAY09237,LOAN21142,2024-08-01,2024-07-29,31103.86,Paid
PAY06376,LOAN21323,2024-01-01,2023-12-26,56049.98,Paid
PAY11707,LOAN20939,2024-03-01,2024-03-02,56893.05,Paid
PAY14688,LOAN21935,2023-12-01,2023-11-28,51560.1,Paid
PAY01974,LOAN21459,2025-06-01,2025-06-01,46296.58,Bounced
PAY10379,LOAN21441,2025-03-01,2025-02-20,10920.49,Paid
PAY07062,LOAN20308,2022-10-01,2022-09-28,60572.01,Paid
PAY04727,LOAN21283,2022-10-01,2022-09-22,68714.43,Paid
PAY14884,LOAN20776,2025-02-01,2025-02-16,101557.81,Late
